metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Seattle,"Seattle-Tacoma-Bellevue, WA",USA,40,3198.265,3733.58,1709.96,1952.25,183530.4,285633.9,189561.8,200776.4,261157.9,62106.88,62776.67,69948.38,117.4159,133.7728,0.5228896,0.5346524,0.0215904,0.0079582,0.0085422,0.0135246,0.0129377,0.0241664,0.0126126,0.0080063,-0.0032186,-0.016898,-0.0291726,0.0294628,0.0132712,0.0241804,0.3841776,0.0033082,0.0496648,0.2335073,0.1380786,0.154704,0.0318543,0.0047052,0.3694557,0.0036083,0.0584202,0.2271563,0.1515632,0.1496524,0.0293911,0.010753,0.4272471,0.0028683,0.0369338,0.211617,0.1410809,0.1489214,0.0264703,0.0048612,249.8336,67.86488,96.53825,68.83156,161.5739,82.36554,106.4599,754.432,0.0198111,0.0190711,-0.0140133,0.0031146,0.0245341,0.0100848,0.0113333,-0.0018155,0.0153445,0.0003876,0.0003828,0.0076531,0.011213,0.0088841,0.0113808,-0.0403747,-0.0007918,0.0308704,-0.1403607,0.0034849,0.0248306,-0.0263949,0.0187972,0.1482215,0.0392892,0.0407643,0.0417466,0.0163289,0.0093081,0.0484603,0.0039474,-0.0439025,0.0107885,-0.0134413,0.0042117,0.0129081,-0.0083217,0.0103518,0.0024147,-0.0299916,0.0308133,0.0053735,-0.0098606,0.016063,0.0160082,0.020541,0.0137754,-0.0317526,0.1793412,0.0064304,0.0576816,0.3739583,0.124034,0.220618,0.0360161,0.0019204,0.1854271,0.0046203,0.0540761,0.3989909,0.0963145,0.2266308,0.0328698,0.0010706,308.229,83.04767,91.36649,70.95047,195.9495,87.9034,107.7282,607.4307,0.5540183,0.5976666,0.0050685,3414.797,3498.362,1751.98,1625.4093,5822,153.88596,615,666.47253,2653,45.06445,435.3487,190.5099,1.285177,1.438824,10.49177,0.1953338,11.62531,6569.7305,7480.2217,1.988136,2.104715,0.0276995,0.0299293,2835.9438,8812.4229,12272.195,0.870701,2.555022,3.286978,0.2864773,0.3926017,50114076,62008028,15864.07,16882.74,9.732846,41.78311,43.56554,17.17,2
Seoul-Incheon,Seoul,South Korea,4,22963.5,25094.6,11135.9,12993.4,535634.8,903465.7,298836.4,379940.6,546031.4,13968.82,16545.41,21758.92,34.11853,42.02375,0.5177767,0.4849392,0.0410037,0.0299872,0.0187929,0.0106957,0.0218011,0.0517898,0.0375245,0.0239429,0.0357753,0.0272779,0.0090311,0.0301579,0.0226891,0.017222,0.2858041,0.008195,0.0587153,0.1845614,0.1925021,0.1477136,0.1076028,0.0149055,0.2733492,0.0113081,0.0652623,0.1860221,0.1839062,0.1722536,0.093171,0.0147276,0.2757303,0.00615,0.0372407,0.1717454,0.2362652,0.1466868,0.1122089,0.0139728,61.22284,12.40474,22.48567,27.89764,30.79481,17.53574,36.88577,101.1752,0.0046093,0.0362393,-0.0069143,-0.0007757,0.0620702,0.0208792,0.0095186,0.012131,0.0262602,-0.003096,0.0085284,0.0226606,0.0316965,0.0122131,0.0318934,0.0230521,0.0226262,-0.0254733,0.0055166,0.0307971,0.066541,0.0357329,0.0457858,0.0558386,0.028533,0.0078587,-0.0138995,0.0204281,0.0480549,0.0345758,0.0399818,0.0257848,0.0371017,-0.0351206,0.0100381,0.0365554,-0.0030628,0.0091165,0.0443264,0.0251974,0.0418821,-0.000154,0.0030544,0.0357513,0.0588173,0.030186,0.0542669,0.0376341,0.1320403,0.0299574,0.0790756,0.1808635,0.2215258,0.2828142,0.0692255,0.0044977,0.1724799,0.0132529,0.0694737,0.2343959,0.160012,0.2450937,0.1003509,0.004941,61.39695,17.8223,20.58724,28.14076,56.70848,22.98581,42.9444,108.6106,0.5617345,0.6303544,0.0077131,24005.5,24396.2,11669,17691.367,49024,1978.1625,5355,6085.6719,18963,82.40455,704.987,249.4516,1.826147,1.907052,4.145618,0.0747312,5.468312,17238.688,34545.238,0.7323458,1.40417,0.6655403,0.6944818,69.220322,355.72867,1181.4004,0.0029756,0.0147007,0.0470779,2.202414,2.321072,37113792,87322896,1636.165,3501.979,25.08798,63.26759,40.6,2.4,4
Shanghai,Shanghai,China,8,19374.5,24767.9,10060.3,11600.5,328814.1,809506.6,82080.1,143831.9,348135.4,5101.312,7423.774,14055.91,14.29698,30.01038,0.4683683,0.5192547,0.1011184,0.0699048,0.025835,0.0291742,0.0733874,0.1236021,0.0822993,0.0384476,0.0924496,0.0579277,0.0164051,0.0745895,0.0590361,0.0128939,0.2311502,0.0115855,0.0405339,0.0820071,0.3836785,0.11796,0.1103607,0.0227241,0.2395335,0.0214611,0.0541259,0.0795255,0.3472523,0.1086661,0.1271809,0.0222546,0.2560879,0.003861,0.0322901,0.0928267,0.3233891,0.1545274,0.1273555,0.0096623,24.45357,2.708836,7.286788,6.669785,18.4402,12.39225,16.43614,14.9706,0.023778,0.0426339,0.0741632,0.0721733,0.0777946,0.0861238,0.0647407,0.0485305,0.0563746,-0.0026959,0.0280316,0.0496915,0.0604099,0.0732672,0.0422599,0.044188,0.0747001,-0.0372166,0.1253855,0.0430977,0.0977,0.1380149,0.0693964,0.0870479,0.0986515,-0.0340213,0.0400654,0.1405801,0.0452201,0.0610278,0.1297839,-0.0019041,0.0801454,-0.0582013,-0.0097904,0.037447,0.0166134,0.0376907,0.0340678,-0.0068469,0.1058291,-0.0180488,0.0636467,0.112323,0.0957004,0.1270605,0.1010141,0.0413513,0.0975924,0.1124044,0.1057441,0.1317662,0.3138199,0.1319558,0.08297,0.0237472,0.2115857,0.0311883,0.0622301,0.1560019,0.2740658,0.1567777,0.0935391,0.0146114,36.42604,3.725816,15.61629,17.90822,35.51237,29.66405,40.97641,19.90206,0.7354278,0.7106935,-0.0022781,22311,23474.6,10644,78940.883,252752,14603.186,46008,40675.145,133520,654.5285,3187.226,1732.73,0.8394241,0.9407647,3.861692,0.0928173,6.004617,2063.7456,6121.1294,0.0986834,0.2571439,0.1033011,0.0827851,288.01813,2631.1714,5615.855,0.014327,0.1142666,0.2267392,0.9843002,1.134355,58453572,145600000,3130.916,6001.858,1.769487,30.34929,23.7,,4
Shenyang,Shenyang,China,59,7648.2,8256.7,2117.243,2616.76,74103.6,230103.1,17254.1,32873.7,107481.9,2392.979,4298.227,13017.54,15.52665,41.07442,0.3169256,0.2768289,0.1296993,0.1195393,0.0017291,0.0090752,0.1277493,0.1542871,0.1404713,-0.032663,0.1408994,0.1290019,0.0700118,0.0854923,0.0815247,0.0183415,0.1201168,0.1256416,0.0577124,0.1231041,0.2791836,0.1470357,0.1089153,0.0382905,0.1182765,0.1316246,0.0370301,0.1274933,0.2207785,0.1988013,0.1340917,0.0319039,0.1273931,0.1253128,0.0625532,0.101844,0.3519749,0.1193687,0.0782105,0.0333429,17.04687,39.76662,15.49794,5.903226,17.53714,30.29994,17.42889,15.0935,0.1002961,0.1333699,0.1431377,0.1062785,0.1817891,0.1179184,0.0922983,0.1316378,0.0722178,0.0589373,0.107441,0.0599717,0.095769,0.0411494,0.0450444,0.0951911,0.1350414,0.0926157,0.1703108,0.1179132,0.1596697,0.1631805,0.1237987,0.1328185,0.0882959,0.0958474,0.1006221,0.0748423,0.1010725,0.0543806,0.0558813,0.0955112,0.0321235,-0.0062046,0.0236995,0.0062907,-0.0135954,-0.0229592,-0.0019758,0.0015239,0.1356415,0.1263378,0.1702295,0.1132378,0.1657222,0.0922519,0.0901401,0.1333623,0.0931368,0.0567716,0.0589518,0.2913578,0.2794105,0.0861603,0.0888637,0.0453475,0.1458284,0.0503885,0.0816262,0.3119065,0.2217251,0.0592575,0.0840593,0.0452084,35.8993,102.1989,31.49212,13.41817,65.23476,82.78071,38.23505,30.30867,0.6047713,0.6828913,0.0081319,8010.5,8162.4,2196.514,10326.231,30597,2576.342,8040,5161.5195,14773,321.6206,1250.649,632.3531,0.9777694,1.000618,3.448356,0.07343,4.698692,365.47519,878.33289,0.0465906,0.1069273,0.0182939,0.011879,43.072048,43.072048,43.072048,0.0055705,0.005313,0.0052166,-0.0181429,0,6903366,21460140,912.5643,2597.954,1.343395,16.76183,19.6,,1
Shenzhen,Shenzhen,China,23,8556.2,10816,4180.915,7731.4,176061,490761.2,33936.6,72272.3,213311.3,4770.598,8446.774,19721.83,17.28624,27.59026,0.7148114,0.4886416,0.1303763,0.0992377,0.082686,0.0283274,0.0440481,0.1614272,0.1172562,0.1244141,0.1144745,0.0781108,0.0873377,0.0963043,0.0870514,0.0329033,0.1553146,0.0066472,0.0435286,0.1067121,0.417507,0.1329933,0.10201,0.0352871,0.1873464,0.0140157,0.0495906,0.1100687,0.2933151,0.1838359,0.1292466,0.0325808,0.1933333,0.0033145,0.0315727,0.1084857,0.4091395,0.1584268,0.0814732,0.0142542,29.51798,13.8076,8.34262,7.645376,18.15281,29.36225,27.3786,17.28964,0.0233671,0.0468968,0.0294607,0.0526559,0.0489495,0.0570086,0.0273349,0.0163695,0.0696656,-0.0037618,0.04961,0.0723204,0.0969353,0.0468701,0.0455921,0.0643778,0.0959487,-0.0451838,0.1246769,0.1000742,0.1108455,0.1704474,0.1162709,0.050344,0.1201631,0.0584371,0.0875422,0.0862356,0.0920326,0.1124707,0.0753952,0.0364678,0.1062154,-0.0198097,0.0648248,0.0721475,0.1011377,0.0582179,0.0663213,0.0518992,0.1320645,0.0261581,0.0961953,0.1286024,0.1550378,0.1185454,0.095469,0.0691183,0.0944388,0.012639,0.1041456,0.2544995,0.3149646,0.1067745,0.0764408,0.0360971,0.1303792,0.0028434,0.0811476,0.2197694,0.4058338,0.0757803,0.0608287,0.0234178,40.93951,32.18374,10.7419,13.62854,27.83349,57.71871,36.97858,16.8051,0.6239238,0.6872605,0.0064665,10040.4,10467.4,6025.814,11289.381,40854,2533.4099,9229,6760.0244,23315,252.3216,1043.767,645.817,0.6161959,0.6700207,,,,6886.9531,31631.49,0.7380012,2.994811,0.3447273,0.4277995,14.527187,267.00671,1173.9076,0.0016282,0.0257549,0.1085344,3.214117,3.396547,23222036,61467328,2805.407,5739.943,2.464648,29.12005,14.9,,3
Shijiazhuang,Shijiazhuang,China,100,9671.6,10644.3,1151.429,1465.62,63535.7,156263.9,15990,27981.4,75539.2,1733.427,2893.151,7096.681,24.30146,51.54078,0.1376906,0.1190526,0.1090597,0.0985251,0.0205794,0.0095898,0.0866961,0.122565,0.1116966,0.0121708,0.1166849,0.1056947,0.0219017,0.0890275,0.0792591,0.0335916,0.0838627,0.2345681,0.0565313,0.102596,0.278345,0.0895208,0.1022118,0.0523644,0.0715321,0.2706248,0.0658895,0.0846207,0.2767932,0.0914493,0.0885271,0.0505633,0.1027654,0.157452,0.053344,0.1068249,0.3152718,0.1048449,0.1159304,0.0435665,28.9079,107.1742,18.33163,6.423463,30.74076,30.70943,38.87553,28.35817,0.0777326,0.0754222,0.0521083,0.0880251,0.1185416,0.1349813,0.1151248,0.082625,0.0706438,0.0302266,0.0386608,0.0697446,0.0598142,0.0519053,0.0713406,0.0658045,0.0870309,0.041036,0.1964116,0.053536,0.1453395,0.1960815,0.1259754,0.1218994,0.1243297,0.0623518,0.0836207,0.1120114,0.0923072,0.0870824,0.079783,0.0725584,0.0524117,-0.0070059,0.037603,0.0335094,-0.0015566,-0.0155899,0.0108613,0.0125506,0.1342185,0.0678879,0.0916706,0.1244842,0.1168005,0.1172871,0.1272365,0.0962126,0.0673239,0.0551815,0.0786247,0.3639096,0.2343111,0.0952152,0.0604713,0.0449627,0.1067215,0.036584,0.1007685,0.4395497,0.168633,0.0554172,0.0523866,0.0399394,49.47664,221.1371,27.19985,12.48733,96.06116,97.2093,113.7058,56.04759,0.7074772,0.6914196,-0.0015294,10078,10283.8,1210.057,419.3219,3958,84.01342,71,254.51158,1547,8.336319,39.39403,24.74879,0.5917559,0.6475553,1.77809,0.073665,2.803879,100.59899,252.72215,0.0101877,0.0243168,0.0050355,0.0034179,,15.742959,15.742959,,0.0015472,0.001479,-0.0440517,0,538242,9222402,56.20035,871.8886,,13.55018,10.8,,1
Singapore,Singapore,Singapore,21,4265.8,5546.1,2271.5,3642.9,235325.8,468087.2,126133.5,160107.9,269181.1,31314.95,37532.92,48535.2,70.48554,73.89198,0.6568399,0.532491,0.051835,0.0296438,0.0366719,0.0215523,0.0146267,0.0604118,0.0408511,0.0315944,0.0702573,0.0449445,0.0295036,0.0395471,0.0213226,0.0352177,0.2326088,,0.0372073,0.110259,0.2413328,0.2262364,0.1352368,0.017119,0.2262428,,0.0620111,0.1138639,0.2523061,0.1956177,0.1327258,0.0172327,0.2783473,,0.0584402,0.0974066,0.2111201,0.2240939,0.1172613,0.0133307,88.00685,,23.98517,33.07801,79.04704,65.08102,81.05808,153.4625,0.010247,,0.0153954,0.0014617,0.0224162,0.0328959,0.0140321,0.009158,0.0350083,,-0.0011183,0.0203422,0.0255753,0.0386226,0.02679,0.0229944,0.0627455,,0.1442619,0.0960618,0.1132848,0.0527056,0.0048753,0.0462825,0.063388,,0.0554468,0.0266952,0.0137246,0.0482997,0.0449513,0.01939,0.0586693,,0.0347481,0.0423963,0.0195287,0.0305411,0.0316887,0.02753,0.0695174,,0.0506785,0.0439199,0.0423826,0.0644416,0.0461654,0.0369401,0.1486525,,0.1401715,0.1936016,0.1843668,0.2185262,0.1064361,0.0082454,0.2036839,,0.13632,0.210272,0.1435669,0.1999231,0.0990145,0.0072195,93.34474,,29.28272,31.64217,100.4465,76.56433,80.89381,126.1255,0.6112747,0.6067287,-0.0004975,4987.6,5183.7,2957,81656.695,186938,12010.009,27251,48320.824,96954,2407.973,14723.26,9321.686,0.5794637,0.6898862,4.892799,0.1390525,8.448896,2240.5239,3320.1089,0.4882805,0.6249735,1,1,24.813759,585.89545,2232.5422,0.0056377,0.1154087,0.4025427,2.487975,2.810479,28422852,57938296,6821.43,10586.78,6.941716,105.7935,51.5,29.3,4
St. Louis,"St. Louis, MO-IL",USA,95,2730.316,2811.588,1358.41,1370.29,115007.9,146024.4,118740.5,126778.5,131412.3,44325.63,46433.64,46739.54,93.3286,95.90109,0.4873723,0.4975285,0.0067828,0.0035414,0.0004874,0.00323,0.0062924,0.0099379,0.0058701,0.0022603,-0.0000211,-0.0039433,-0.0249259,0.0054898,0.0039134,0.0089842,0.3191796,0.0061185,0.0621089,0.2653196,0.1435374,0.1570282,0.0329046,0.0138032,0.3143983,0.0056095,0.068433,0.2641909,0.1525304,0.1427501,0.0337185,0.0183692,0.3644874,0.0051545,0.0412665,0.2643071,0.1284264,0.1533479,0.0292751,0.013735,180.7346,53.75345,99.40953,63.67367,128.3916,62.49155,96.96317,376.8133,0.0124398,0.0187198,-0.0138013,-0.0012285,0.0216683,0.0065996,0.0039799,-0.0079337,0.0068799,0.0077764,-0.0097926,0.0047578,-0.0026416,0.0109365,0.001917,-0.0110772,0.035507,-0.0437957,-0.0880017,-0.001033,-0.028775,-0.0247077,-0.0503485,0.026035,0.0064067,-0.0387566,-0.0046837,0.0003428,0.016668,0.0113081,0.0029804,-0.0223156,0.003467,-0.0180523,-0.0137587,0.0072534,-0.0265759,0.0041737,-0.0073964,-0.005433,0.01595,0.0003296,-0.0273701,0.006016,-0.0054834,0.0108009,-0.0034459,-0.0133235,0.1641685,0.0121443,0.0552006,0.3756423,0.1255155,0.2273746,0.0359256,0.0040285,0.1716571,0.0091732,0.0445161,0.4156055,0.0831868,0.2402703,0.0319057,0.0036854,203.6312,53.88783,88.90033,60.98892,148.0551,61.20703,87.99429,357.4158,0.5062567,0.5273434,0.0027242,2779.404,2793.783,1321.04,922.96259,3446,31.609009,80,141.7063,584,11.37259,328.2709,50.72202,5.471961,5.513208,10.23642,0.1863364,12.55711,1854.4144,1807.3354,0.6729668,0.6461431,0.0078186,0.0072314,64.524933,769.94421,986.88397,0.0235126,0.2760037,0.3510059,0.2717433,0.2817604,23686232,23377828,8702.197,8330.805,4.952209,39.02562,36.46564,4.53,6
Stockholm,Stockholm,Sweden,91,2249.3,2614.5,1224.1,1439.3,109707,167911.4,117164.1,136008.3,181882.2,54000.14,60466.94,69566.73,111.1088,126.3685,0.5505068,0.5442137,0.0297529,0.01703,0.011386,0.0125099,0.0181602,0.0359332,0.0269432,0.0072508,0.0165621,-0.0004908,0.0034207,0.0322051,0.0165955,0.0193781,0.3224449,0.004629,0.0482658,0.2702168,0.1509007,0.129701,0.0456412,0.0282006,0.3271806,0.0032273,0.0481233,0.2913251,0.125291,0.1242016,0.0542037,0.0264475,0.3671809,0.003421,0.0520834,0.2492549,0.1297353,0.1377208,0.0347216,0.0258821,149.6706,67.80247,83.59708,64.89737,167.4771,74.15952,75,296.0885,0.0240278,0.0455396,-0.0049332,0.0059127,0.0488247,0.0193094,0.0044372,-0.0031205,0.0174862,0.0396069,0.0320693,0.006518,0.0272523,0.0204326,-0.0001824,0.0103347,0.0065093,0.036274,-0.0301614,0.0249762,0.0451568,0.0255956,-0.0058001,-0.0586333,0.0484254,-0.0157468,0.0361417,0.0205636,-0.0008864,0.0399232,0.0062696,0.1169712,0.0128786,-0.0117261,0.0398411,0.0126369,-0.0163604,0.0167522,-0.0052553,0.0310061,0.0372159,0.0332795,0.0347113,0.0186243,0.0316654,0.0363851,-0.0008415,0.0277889,0.2128448,0.0091396,0.0466035,0.3825442,0.102923,0.1690408,0.0682585,0.0086455,0.2176058,0.0064615,0.0706593,0.3897033,0.0678107,0.1830056,0.0532203,0.0115334,185.4642,58.19355,81.0177,70.30076,210.2859,82.71526,71.70888,246.6566,0.5099026,0.5350588,0.0032156,2381.7,2462.2,1292.9,4290.5645,8242,753.10541,1424,2470.1716,5246,316.205,1641.065,1003.238,0.6357691,0.7369499,7.254228,0.1407724,8.567631,4627.4824,6567.2817,2.00654,2.624813,0.3639264,0.4293875,262.85376,1830.7808,2683.52,0.1156316,0.7556779,1.026399,0.3582492,0.465779,18980332,30804376,8501.447,11943.38,11.61975,63.99936,42,20,2
Stuttgart,Stuttgart,Germany,83,3056.8,3165.6,1670.7,1809,134580.2,193142.5,159947.9,161254.9,194432.9,53503.23,52752.85,61420.55,96.51937,107.4809,0.5714557,0.5465519,0.013101,0.0092426,0.0058965,0.0038231,0.0071623,0.0189134,0.0156259,0.0032965,-0.01094,-0.0110531,-0.0084745,0.0221176,0.0151722,0.0137862,0.2888868,0.002547,0.0450243,0.1968468,0.314932,0.098393,0.0304621,0.022908,0.3054089,0.0033239,0.0558226,0.1889338,0.30617,0.088357,0.0266002,0.0253837,0.2843233,0.0020906,0.0372963,0.1826216,0.3567056,0.091508,0.0298587,0.0155957,147.2125,26.73913,77.01181,56.12714,104.7424,53.05061,69.93978,267.6452,-0.0017936,0.0052728,-0.0073331,-0.0036891,0.0258129,0.0123569,0.0131404,-0.0223193,0.0017593,-0.0070071,-0.0162048,0.0059028,0.0198583,0.0171174,0.0184588,-0.00826,-0.0124386,-0.1448036,0.0082753,0.0072396,-0.0242386,-0.0367507,-0.0295558,0.1083548,0.0195718,0.0337022,0.0144508,0.0059454,0.0372253,0.0127258,0.0118437,0.0107157,0.0101649,-0.0228207,-0.0064171,0.0146241,-0.0022105,0.0031476,0.0077667,0.0031911,0.0083531,-0.0176682,-0.0137031,0.0108811,0.0235453,0.0155433,0.0210092,-0.0191994,0.158848,0.0099016,0.057719,0.2885951,0.2736823,0.1638592,0.0387611,0.0086337,0.1692648,0.0064124,0.0479823,0.3285241,0.2423991,0.1572692,0.0398563,0.0082919,161.9876,31.43966,74.95852,53.60693,141.9106,56.11142,72.24549,181.38,0.641503,0.6729782,0.0031984,3058.8,3066.1,1699.6,2031.3882,6210,479.02203,1089,915.43585,2841,156.6046,641.7072,298.5669,1.149291,1.219039,7.099848,0.136384,8.08972,8258.8184,9276.3662,2.700814,3.00956,0.0990047,0.1012323,46.981701,468.50543,1146.6932,0.0153635,0.1531314,0.3622357,1.365522,1.447556,12136915,13654886,3975.797,4362.165,8.55062,34.21806,31.5,21.7,7
Suzhou,Suzhou,China,27,8493.8,10658.3,1945.743,4283.66,143152.3,440255.3,32919.3,67430.1,202281.9,4859.081,7938.744,18978.82,34.6552,47.22174,0.4019084,0.229078,0.1286703,0.0950846,0.0825585,0.0306695,0.0425952,0.1551402,0.1040451,0.1150677,0.1239636,0.0812457,0.1037586,0.0951693,0.091151,0.0290276,0.0942049,0.0609677,0.0772258,0.0783521,0.4795739,0.0998756,0.0673014,0.0424986,0.0965773,0.0969408,0.1026428,0.070885,0.4177875,0.0981395,0.0758721,0.0411551,0.1316056,0.0329412,0.06647,0.1014407,0.4750203,0.1072368,0.0680004,0.017285,64.3912,52.59674,42.16356,14.40705,31.77181,79.59407,54.12001,28.23431,0.0718272,0.0394772,-0.0170717,0.078569,0.0359014,0.1047148,0.0757477,0.0022982,0.0807821,0.0122105,0.0391523,0.0768683,0.0804019,0.0742597,0.0545456,0.0553334,0.1767481,0.0116111,0.1430067,0.1469644,0.1087726,0.1677781,0.1541927,0.0640513,0.102557,0.0678545,0.0990337,0.1429118,0.0948978,0.0694712,0.1004807,0.0475784,0.0744983,0.0099605,0.1149837,0.0712721,0.0984221,0.0272758,0.0410911,0.0623231,0.1516765,0.0498309,0.095949,0.1554409,0.1378569,0.1348467,0.1199514,0.0647646,0.0636269,0.0534361,0.0717272,0.206428,0.4324536,0.0715965,0.051999,0.0487327,0.0568795,0.0188638,0.1116711,0.1763986,0.5379078,0.0326157,0.0289438,0.0367197,109.7304,82.81654,28.22888,27.27255,41.88061,155.9285,111.4205,22.32434,0.6871777,0.7075675,0.0019512,10067.3,10512.1,3321.671,37165.957,137955,7632.3174,16303,23377.045,77523,758.1295,3487.044,2223.823,0.5680405,0.5898484,3.245329,0.0903174,6.379551,2.4666667,10.583333,0.0002653,0.0010032,0.0001235,0.0001431,2.1536024,53.728981,280.73856,0.0002422,0.0051346,0.0263399,4.129931,4.225086,235630,1076720,28.95535,101.5438,2.275962,31.60348,3.6,,1
Sydney,Sydney,Australia,47,4208,4915.5,2119.6,2491.2,170831.5,251253.6,187681.6,205159.7,255930.5,46338.85,48754.68,52066.02,96.7917,102.7338,0.506805,0.5037072,0.0208925,0.007799,0.0156448,0.0129922,0.0051669,0.0184511,0.0093386,0.0143234,0.0163716,-0.0003382,0.0109592,0.0269046,0.010913,0.0173141,0.3548744,0.0095271,0.0641371,0.2502412,0.1022712,0.1358879,0.0558818,0.0271792,0.3467866,0.0087043,0.0656499,0.2491742,0.1118927,0.1357755,0.0523998,0.0296168,0.4093403,0.0108104,0.0601647,0.2351064,0.0733724,0.1397265,0.0525622,0.0189171,133.4335,108.4898,63.5284,62.48418,84.29247,48.07079,74.1824,254.1732,0.0102235,0.0112626,0.0018316,-0.0057664,0.0102948,0.010073,0.0097951,-0.0339273,0.0122488,0.0143541,-0.0002407,0.0068629,0.0031122,0.0075739,0.0154279,-0.0028369,0.0246786,0.1311506,0.0569741,0.003718,-0.0158822,0.0330951,-0.0025546,0.0808579,0.0448432,0.0113503,0.0126174,0.0247762,-0.0323622,0.0325704,0.0075539,-0.0215979,0.0222068,0.0246248,0.0135236,0.0232547,-0.0171466,0.0130537,0.0116052,0.0260442,0.0326574,0.0361647,0.01538,0.0173542,-0.0070284,0.0232582,0.021514,-0.0087667,0.208137,0.0055226,0.0837513,0.3019709,0.1155191,0.2177636,0.0587222,0.0086133,0.2292469,0.0063022,0.0811657,0.3377489,0.0706085,0.2095777,0.0553147,0.0100353,151.2887,145.3376,62.80515,58.97884,88.04435,56.48841,80.51161,159.716,0.5197834,0.5460853,0.0032963,4479.1,4599.6,2250.2,25708.805,54754,3956.2209,8197,11428.303,22848,883.2625,5230.15,2484.63,1.105002,1.249573,5.508145,0.132912,6.919329,3090.0266,2796.9023,0.7164116,0.5994475,0.3104152,0.3031147,26.208605,340.27316,985.17444,0.0061663,0.0748758,0.200422,1.676726,1.895246,32351364,49519916,7744.192,10245.57,5.088394,17.07507,34.5,40.7,7
