metro,metro2,country,rank_300,gmm14_2005_pop,gmm14_2015_pop,tot_emp2005,tot_emp2015,gmm14_2005_nomgdp,gmm14_2015_nomgdp,gmm14_2000_realgdp,gmm14_2005_realgdp,gmm14_2015_realgdp,gdp_pc_real2000,gdp_pc_real2005,gdp_pc_real2015,productivity2005,productivity2015,share_population_laborforce15,share_population_laborforce05,compound_growth_realgdp15,compound_growth_real_gdp_pc15,compound_growth_emp15,compound_growth_pop15,compound_growth_producti_15,comp_growth_realgdp00_07,comp_growth_real_gdp_pc00_07,comp_growth_emp00_07,comp_growth_realgdp08_10,comp_growth_real_gdp_pc08_10,comp_growth_emp08_10,comp_growth_realgdp10_15,comp_growth_real_gdp_pc10_15,comp_growth_emp10_15,share_rgva2005business,share_rgva2005commodities,share_rgva2005construction,share_rgva2005local,share_rgva2005manufacturing,share_rgva2005trade,share_rgva2005transportation,share_rgva2005utilities,share_rgva2000business,share_rgva2000commodities,share_rgva2000construction,share_rgva2000local,share_rgva2000manufacturing,share_rgva2000trade,share_rgva2000transportation,share_rgva2000utilities,share_rgva2015business,share_rgva2015commodities,share_rgva2015construction,share_rgva2015local,share_rgva2015manufacturing,share_rgva2015trade,share_rgva2015transportation,share_rgva2015utilities,sector_prod2005business,sector_prod2005commodities,sector_prod2005construction,sector_prod2005local,sector_prod2005manufacturing,sector_prod2005trade,sector_prod2005transportation,sector_prod2005utilities,sec_gr_prod_0015business,sec_gr_prod_0015commodities,sec_gr_prod_0015construction,sec_gr_prod_0015local,sec_gr_prod_0015manufacturing,sec_gr_prod_0015trade,sec_gr_prod_0015transportation,sec_gr_prod_0015utilities,rgva_growth0007business,rgva_growth0007commodities,rgva_growth0007construction,rgva_growth0007local,rgva_growth0007manufacturing,rgva_growth0007trade,rgva_growth0007transportation,rgva_growth0007utilities,rgva_growth0810business,rgva_growth0810commodities,rgva_growth0810construction,rgva_growth0810local,rgva_growth0810manufacturing,rgva_growth0810trade,rgva_growth0810transportation,rgva_growth0810utilities,rgva_growth1015business,rgva_growth1015commodities,rgva_growth1015construction,rgva_growth1015local,rgva_growth1015manufacturing,rgva_growth1015trade,rgva_growth1015transportation,rgva_growth1015utilities,sec_gr_emp_0015business,sec_gr_emp_0015commodities,sec_gr_emp_0015construction,sec_gr_emp_0015local,sec_gr_emp_0015manufacturing,sec_gr_emp_0015trade,sec_gr_emp_0015transportation,sec_gr_emp_0015utilities,sec_gr_gdp_0015business,sec_gr_gdp_0015commodities,sec_gr_gdp_0015construction,sec_gr_gdp_0015local,sec_gr_gdp_0015manufacturing,sec_gr_gdp_0015trade,sec_gr_gdp_0015transportation,sec_gr_gdp_0015utilities,share_emp2000business,share_emp2000commodities,share_emp2000construction,share_emp2000local,share_emp2000manufacturing,share_emp2000trade,share_emp2000transportation,share_emp2000utilities,share_emp2015business,share_emp2015commodities,share_emp2015construction,share_emp2015local,share_emp2015manufacturing,share_emp2015trade,share_emp2015transportation,share_emp2015utilities,sector_prod2015business,sector_prod2015commodities,sector_prod2015construction,sector_prod2015local,sector_prod2015manufacturing,sector_prod2015trade,sector_prod2015transportation,sector_prod2015utilities,share_tradable2000,share_tradable2015,growth_tradable0015,gmm14_2009_pop,gmm14_2011_pop,tot_emp2009,fdi_stockvalue15,fdi_stockjobs15,fdi_stockvalue09,fdi_stockjobs09,fdi_stockvalue11,fdi_stockjobs11,fdipc09,fdipc15,fdipc11,fdipc_gr11_15,stock_gr_11_15,mean_citation_score09,share_top10publications_1013,mean_citation_score13,patent07,patent12,patentspc07,patentspc12,share_national_patents07,share_national_patents12,stockvc06,stockvc10,stockvc15,vcpc06,vcpc10,vcpc15,vcpc_gr,stock_vc_gr10_15,pass04,pass15,passengerspc04,passengerspc15,down08,down15,sharepop_tertiaryeducation,share_foreignborn_15,label_cluster
Tampa,"Tampa-St. Petersburg-Clearwater, FL",USA,101,2651.58,2975.225,1235.86,1278.86,109210.8,140263.4,98999.61,119883.6,127625.3,41180.98,45212.15,42896.02,97.00422,99.79614,0.4298364,0.4660844,0.0170763,0.0027239,0.0055903,0.0143135,0.0114222,0.0333613,0.0149298,0.0096976,-0.0306091,-0.0379591,-0.0345828,0.0254297,0.0122674,0.0244054,0.3425194,0.0084385,0.0784432,0.2792805,0.0609127,0.1852747,0.0192934,0.0258376,0.3111464,0.0080464,0.0720898,0.3022337,0.0564947,0.1875385,0.0217909,0.0406597,0.4009672,0.0073925,0.0405618,0.2831959,0.056523,0.1730868,0.017771,0.0205018,180.1503,64.89737,106.7065,68.95009,94.07768,71.84547,88.62912,552.2014,0.0228373,0.0145035,-0.0179873,0.0012054,0.0418863,0.004955,0.0130552,0.0048005,0.0246028,0.0066772,0.0078504,0.0091226,0.028315,0.011856,0.0056451,-0.0262803,-0.0257895,0.0069985,-0.163961,-0.002421,-0.0617183,-0.0441747,-0.0271511,-0.0048505,0.0432471,0.0076469,0.0149727,0.0117717,0.0028288,0.0281452,0.0086372,-0.0097288,0.0105888,-0.003837,-0.0039743,0.0107209,-0.0244887,0.0059346,-0.0103063,-0.0336521,0.033668,0.0106109,-0.0218901,0.0119391,0.0163719,0.010919,0.0026144,-0.0290132,0.1859097,0.0138064,0.0577673,0.3783145,0.076343,0.2563782,0.0250453,0.0064356,0.2002643,0.0119872,0.0500524,0.4083246,0.0484103,0.2576983,0.0197207,0.0035422,199.8109,61.54403,80.87345,69.21423,116.5203,67.02956,89.92982,577.6049,0.3974784,0.4826537,0.0130281,2763.937,2828.49,1145.78,891.34784,3079,186.43077,665,575.59851,1905,67.45116,299.5901,203.5003,0.472185,0.5485583,6.22032,0.132733,7.749257,1018.1725,820.2713,0.3733974,0.2880904,0.0042929,0.003282,102.16353,660.39417,1033.363,0.0378393,0.2367754,0.3473226,0.4668863,0.5647671,35365900,34745080,13666.55,11907.92,9.129753,38.74167,34.22637,12.68,6
Tangshan,Tangshan,China,77,7288.6,7802.5,1044.471,1456.68,76286.1,190742.8,18491.6,33648.3,92030.4,2631.17,4616.565,11794.99,32.21563,63.17818,0.186694,0.143302,0.1129196,0.1051891,0.0293662,0.0069948,0.0811697,0.1330976,0.1245731,0.0250932,0.1219638,0.1133152,0.0573046,0.0782834,0.0722291,0.0215314,0.0660957,0.2195525,0.0704237,0.0808573,0.3467319,0.0705534,0.0805537,0.0652319,0.0644051,0.279248,0.0700617,0.0761758,0.2943097,0.0823319,0.0797033,0.0537646,0.0798194,0.1663053,0.0646338,0.0829725,0.3820019,0.0814342,0.0900451,0.0527879,40.21147,65.73355,23.47487,8.932035,39.34034,42.60861,54.068,36.28939,0.0661148,0.068889,0.0423495,0.0765275,0.1081734,0.1229879,0.1032859,0.0726304,0.0650054,0.0299526,0.0521153,0.0641224,0.0735443,0.0463701,0.065702,0.0796089,0.0874567,0.0413709,0.2031537,0.0539402,0.1517921,0.196575,0.1264206,0.1282247,0.1064858,0.061762,0.075691,0.0943633,0.0843166,0.0698239,0.0626412,0.0647089,0.056613,0.0036197,0.0596422,0.0374251,0.0196483,-0.0118681,0.0147325,0.0340141,0.1264708,0.072758,0.1045175,0.1168166,0.1299471,0.1096601,0.11954,0.1091149,0.0514905,0.1112537,0.0964199,0.2789902,0.2872629,0.0730281,0.0463557,0.055199,0.0761935,0.0760858,0.1489385,0.3136114,0.2491648,0.0395517,0.0373963,0.0590581,65.87013,137.4361,27.28668,16.63568,96.39998,129.4613,151.4014,56.20215,0.7176661,0.7181717,0.000047,7529.5,7627.3,1255.829,482.11087,2213,168.21399,1246,353.75,1907,22.34066,61.78928,46.37946,0.3322554,0.3628576,,,,0.95000005,36.950001,0.0001282,0.0048183,0.0000476,0.0004997,,67.632256,67.632256,,0.0089155,0.008668,-0.0277604,0,,455584,,58.70852,,12.69009,6.2,,1
Tel Aviv,Tel Aviv,Israel,88,3066.4,3699.4,1357.8,1835.9,83952.3,144874.6,82562.2,91575.6,133548.2,29275.3,29864.21,36099.96,67.44411,72.74263,0.4962697,0.4427994,0.0325802,0.0140679,0.027817,0.0182555,0.0046343,0.0337472,0.0161891,0.0277088,0.0331065,0.0093799,0.0290179,0.0312604,0.0132411,0.0268888,0.2583196,0.0103118,0.0365996,0.297054,0.1236339,0.0956661,0.1674559,0.0109591,0.233076,0.008948,0.0501391,0.3169933,0.1333248,0.1010761,0.1448742,0.0115687,0.2750276,0.0047264,0.0363086,0.2985999,0.1088791,0.0931879,0.1653596,0.0179108,96.44106,68.76423,65.68928,48.78894,59.47683,34.2655,78.26325,157.7018,-0.0056611,0.0095079,-0.0163993,-0.0005428,0.0164473,-0.0056677,0.0218464,0.0119038,0.0279102,0.0310548,-0.0033564,0.0094196,0.007593,0.0128793,0.0258397,0.0127981,0.0198207,-0.097595,0.0315777,0.0470414,0.0105506,0.0533349,0.0114456,0.0613283,0.0275662,-0.0576052,0.0218725,0.0290931,0.0114414,0.021087,0.0250193,0.1364306,0.0491661,-0.0205159,0.0266525,0.0282338,0.0014689,0.0320544,0.0186626,0.0497909,0.0432267,-0.0112031,0.0098162,0.0276757,0.0179404,0.0262051,0.0409168,0.0622874,0.145335,0.0095356,0.0353473,0.3736128,0.1403206,0.1632552,0.1280723,0.0045212,0.1978321,0.0046299,0.0347513,0.3758919,0.0950487,0.1736478,0.1119887,0.0062095,87.54102,64.28236,65.79153,50.02174,72.13238,33.79266,92.97957,181.6316,0.520223,0.5539927,0.0042017,3334.9,3444.8,1537.6,1363.4331,4351,492.22711,878,935.12231,2757,147.5988,368.5552,271.4591,0.3576822,0.4580265,5.123042,0.1056203,6.43052,2036.6608,2105.8284,0.6405601,0.6007555,0.2319495,0.234707,227.74478,2717.2722,4117.6426,0.072918,0.8021941,1.113057,0.3875157,0.5153589,10644874,22470500,3532.161,6172.706,2.667205,27.28643,39.1,28.7,7
Tianjin,Tianjin,China,20,10425.3,15646.1,5425.2,8857.8,138870.8,477807.7,31903.2,61403.1,231621.6,3187.133,5889.816,14803.79,11.31813,26.14889,0.5661347,0.5203879,0.1412908,0.1078089,0.0407004,0.0302235,0.0966564,0.1426394,0.1251687,0.0336719,0.1694914,0.112622,0.0609914,0.1237046,0.08271,0.0398163,0.1211764,0.0587133,0.048095,0.1088918,0.4186603,0.1271361,0.0941917,0.0231353,0.1144074,0.0605326,0.0513304,0.1162884,0.3713166,0.1069953,0.1549574,0.0241719,0.1277047,0.0446181,0.0378178,0.1105745,0.4821534,0.1238454,0.0578941,0.0153921,16.02969,4.018719,7.336387,6.341065,16.18313,19.24019,16.9755,12.58383,0.0441251,0.1297077,0.0923409,0.0690962,0.1227474,0.0969143,0.025589,0.0796305,0.0724157,0.0543177,0.0577374,0.0511591,0.0742471,0.0789575,0.024444,0.0637819,0.1250028,0.1606899,0.2276507,0.1290386,0.1882719,0.1857473,0.1364377,0.0966147,0.1385785,0.0724469,0.0778352,0.15138,0.1377933,0.1198175,0.0494433,0.0998394,0.1006939,-0.0104504,0.0233687,0.0635551,0.0339897,0.0502609,0.0417343,0.0253991,0.1492621,0.1179018,0.1178675,0.1370427,0.1609093,0.1520462,0.0683913,0.1070521,0.0562333,0.1869378,0.0902649,0.1725611,0.3217704,0.0836311,0.0643664,0.024235,0.1303484,0.0877757,0.0701642,0.2390323,0.2920138,0.0959268,0.0653322,0.0194066,26.36342,13.67846,14.50378,12.44798,44.4306,34.74085,23.84552,21.34264,0.701214,0.7123703,0.0010529,12281.6,13545.8,6771.3,21351.244,70503,2275.3391,7218,8281.7021,32082,185.2641,1364.637,611.3853,1.232041,1.578123,4.075385,0.09795,6.16021,184.09888,650.61957,0.0165111,0.0460404,0.0092151,0.0087993,,20.795401,20.795401,,0.0016005,0.0013291,-0.1695758,0,2794436,21142196,272.8941,1393.859,,16.63418,17,,3
Tokyo,Tokyo,Japan,1,35464.8,37004.3,18207.9,19503.2,1255126,1623904,1564389,1689844,1787972,45598.37,47648.5,48317.96,92.8083,91.67584,0.5270522,0.5134076,0.0089456,0.0038696,0.0055121,0.0050564,0.0034147,0.0172377,0.0104385,0.0073306,0.0053705,-0.00000998,-0.0042327,0.0029123,0.0006587,0.0068268,0.3084805,0.0040481,0.0482442,0.1394373,0.135262,0.2026729,0.1344823,0.0273727,0.3027306,0.0053973,0.0622959,0.1396251,0.1327736,0.2038381,0.1271038,0.0262357,0.3137294,0.0039214,0.0496535,0.1526115,0.1434729,0.1799818,0.1442004,0.0124291,224.7977,17.87146,54.73553,51.07161,83.62233,71.64529,105.4676,305.1302,-0.0052575,0.0050773,0.0015095,0.0008447,0.0318626,-0.00691,0.0070558,-0.0259929,0.0114645,-0.0105141,-0.0115121,0.0094571,0.0148553,0.0031934,0.0153895,-0.000038,-0.0047827,-0.0672715,-0.0300384,0.0113787,-0.0263237,-0.0218454,-0.017081,0.0144552,0.0076675,0.0072831,0.0285007,0.0139535,-0.0008807,0.0045142,0.0175239,-0.1108894,0.0169564,-0.0170502,-0.0074386,0.0143504,-0.0168908,0.0078301,0.0106018,-0.0142029,0.0116098,-0.0120595,-0.0059403,0.0152072,0.0144336,0.0008661,0.0177324,-0.0398266,0.1169235,0.0228234,0.0880253,0.230122,0.1652208,0.2589924,0.1096461,0.0082463,0.1385568,0.0162384,0.0724702,0.2624031,0.1178371,0.2680945,0.1182729,0.0061272,204.8055,21.84307,61.97333,52.60564,110.1291,60.72322,110.2797,183.482,0.5680053,0.6053241,0.0042512,36384.4,36693.5,18859.5,15568.247,54887,3144.5659,11236,7847.2119,24145,86.42622,420.7145,213.8584,0.9672578,0.9839208,5.438279,0.087769,6.345016,57102.801,91386.289,1.588086,2.485965,0.5377575,0.5450135,31.658257,300.15674,644.40942,0.0008868,0.0082032,0.0174144,1.122896,1.14691,100300000,140500000,2843.189,3804.902,19.04419,63.75745,45.6,1.7,5
Toronto,Toronto,Canada,39,5238.5,6124.2,2726.9,3164.4,201280.8,292432,203615.1,233938.7,282537.9,42899.75,44657.57,46134.66,85.78925,89.28641,0.5167042,0.5205498,0.022079,0.0048583,0.0172711,0.0171374,0.0047262,0.0271225,0.0081494,0.0205421,0.003188,-0.012522,0.0011164,0.0261719,0.0104851,0.0196512,0.3429289,0.0043339,0.0571148,0.2491278,0.174718,0.1227326,0.0356894,0.0133545,0.3316767,0.0042803,0.0537769,0.2442621,0.1939436,0.1161393,0.038453,0.0174681,0.381328,0.0052511,0.0492487,0.2608114,0.1170496,0.132811,0.0403556,0.0131446,146.0144,80.47457,77.48855,63.77649,82.98808,46.36535,61.57402,197.7095,0.0024526,0.0066847,-0.0127471,0.0014637,0.0085949,0.0110675,0.0067935,0.0046883,0.016639,0.002148,0.0167116,0.0151827,-0.004549,0.0183033,0.0080217,-0.0189526,0.0086415,0.0459559,-0.0179544,0.0348153,-0.0623379,0.0133756,-0.0018992,-0.1415926,0.0370988,0.0694586,0.0100125,0.0109142,0.0139987,0.0359869,0.0309342,0.0769389,0.0281366,0.0282562,0.0282546,0.0240911,-0.0210993,0.019012,0.017498,-0.0027337,0.0306583,0.0351297,0.0151473,0.0255901,-0.0126858,0.0302899,0.0244104,0.0019418,0.1863867,0.0043308,0.0531541,0.3108351,0.1796862,0.207632,0.0508662,0.007109,0.2185881,0.0050879,0.0624447,0.3436039,0.1009354,0.2130262,0.0510365,0.0052775,144.9211,85.73913,65.51771,63.05619,96.33532,51.79173,65.68731,206.9102,0.5683536,0.5439843,-0.0029173,5580.7,5759.4,2819.7,16752.607,39416,2524.8943,6953,7240.8955,16942,452.4333,2735.477,1257.231,1.175795,1.31361,7.586744,0.1511937,8.646757,2659.823,2768.5198,0.4918312,0.4727502,0.1986716,0.1868299,303.22247,1953.9474,2963.9978,0.056956,0.3445994,0.4839812,0.4044751,0.5169281,33969232,48013144,6587.653,7946.696,4.184582,28.97967,37.4,51.4,7
Vancouver,Vancouver,Canada,124,2156,2502.2,1123.6,1293.2,74302.7,114446.8,76319.8,87391.7,113105.2,37446.54,40534.18,45202.3,77.77831,87.46149,0.5168252,0.5211503,0.0265727,0.012628,0.0154114,0.0137708,0.0109919,0.0292696,0.01711,0.0195597,-0.0028705,-0.02175,0.0015054,0.0352596,0.0213098,0.015343,0.3045691,0.0327069,0.0659561,0.3017822,0.0870199,0.1260069,0.0602504,0.0217084,0.3196196,0.0231293,0.0573091,0.2967074,0.0995214,0.1185259,0.0662786,0.0189088,0.3596293,0.0278823,0.0700956,0.2722183,0.0662215,0.1287129,0.0575571,0.0176831,133.5654,142.6613,68.77892,60.37854,69.21471,39.13821,71.77827,326.1481,0.0191442,0.0397907,-0.0001241,0.0044193,0.0103934,0.0166071,0.0094115,-0.0192275,0.0158745,0.0181132,0.0262903,0.0137332,0.0035408,0.020127,0.0046052,0.01429,-0.0050892,0.0118853,-0.0192843,0.009132,-0.0593377,0.0164501,0.0039363,0.0482602,0.0490691,0.0855065,0.0400837,0.0174779,0.0224866,0.0366649,0.0452871,-0.010505,0.0163957,0.0008035,0.0417625,0.0173598,-0.0100832,0.0165244,0.0086268,0.0432179,0.0358538,0.0406262,0.0416333,0.0218558,0.0002054,0.033406,0.0181195,0.0231594,0.16477,0.016049,0.0534967,0.3586227,0.1062154,0.2237137,0.0728528,0.0042797,0.1671822,0.0129137,0.0785648,0.3690844,0.0725333,0.2274204,0.0658831,0.0064182,175.5685,176.2215,72.8189,60.19674,74.51492,46.19279,71.30282,224.8675,0.5085489,0.5112902,0.0003585,2295.3,2369.9,1185,8400.0137,18201,632.49207,1859,2166.8508,5069,275.5596,3357.051,914.3217,2.67163,2.8766,7.319269,0.1499499,8.75814,1702.0731,1657.6155,0.768465,0.6896673,0.1271339,0.111862,322.05322,1348.0297,2210.4009,0.147386,0.5765492,0.883383,0.5321901,0.6397272,20989520,23291164,9847.3,9427.331,6.232854,23.41766,37.8,42.3,7
Vienna-Bratislava,Wien-Bratislava,Austria,62,3571.8,3822.3,1786.6,2001.4,144124,200062,152420.9,168085.9,190758.2,44151.82,47059.16,49906.65,94.08144,95.31238,0.5236114,0.500196,0.0150698,0.0082015,0.0101919,0.0068125,0.0048287,0.025454,0.0188143,0.0111002,-0.0021617,-0.0072872,0.0001581,0.0074657,-0.0007266,0.0106977,0.2601973,0.0110515,0.0628428,0.2528334,0.1270791,0.1809385,0.0656484,0.039409,0.2329689,0.0102608,0.0689756,0.2556309,0.1371037,0.1830133,0.0758664,0.0361804,0.2796079,0.012946,0.050196,0.2631498,0.125762,0.1706413,0.0652055,0.0324915,129.8722,35.0444,84.91622,64.81303,90.80705,68.79265,88.38869,219.7361,0.0046538,0.0533075,-0.0077456,0.000238,0.0215536,-0.003529,0.0064144,0.0129399,0.0199018,0.0229199,0.0024962,0.0108939,0.007519,0.0101471,0.0038291,0.0090954,0.0137803,-0.0823739,-0.0598541,0.014472,-0.0293363,0.0002052,-0.0391231,-0.018115,0.0121996,0.0235886,-0.0072115,0.0050009,0.0143727,-0.0008102,0.0168345,0.0154758,0.0223805,-0.0215905,0.0011999,0.0164395,-0.0123924,0.0135714,-0.0018763,-0.0054004,0.0271385,0.030566,-0.006555,0.0166814,0.0088941,0.0099945,0.0045261,0.0074696,0.1585224,0.0293775,0.0673066,0.3172193,0.1357184,0.2105294,0.0649215,0.0164049,0.1897672,0.0181873,0.0588588,0.3479564,0.0966823,0.2213451,0.0542121,0.0129909,125.6872,60.71978,72.74788,64.51206,110.9597,65.7623,102.6009,213.35,0.4561998,0.4835214,0.0038852,3650.2,3693.3,1909,5483.4395,15211,871.77435,2089,3237.562,9852,238.8292,1434.592,876.6041,0.636533,0.6936941,6.01876,0.1325759,7.562748,1733.323,1359.8076,0.4797727,0.3650784,0.2999583,0.1923585,24.334785,336.48898,572.68585,0.0067687,0.0917014,0.1498276,0.6338639,0.7019453,18382450,28792180,5191.023,7588.672,5.948666,40.76015,27.1,18.2,7
Warsaw,Warszawa,Poland,94,2744.1,2900.6,1384.9,1709.5,88137.6,164068.4,45720.7,53294.7,85242.4,16861.15,19421.56,29387.85,38.4827,49.86394,0.5893608,0.5046828,0.0424043,0.0377324,0.0131106,0.004502,0.0289146,0.0475832,0.044453,0.0073054,0.0494943,0.043433,0.002172,0.0349314,0.0286107,0.0141401,0.3282394,0.0077476,0.0512188,0.1693462,0.0786646,0.226299,0.081629,0.0568554,0.3037925,0.007822,0.0799168,0.1783397,0.0841361,0.2229338,0.0685892,0.0544698,0.3540592,0.0064172,0.0715979,0.1484213,0.0866651,0.2049546,0.0793817,0.048503,63.9435,6.101142,27.84347,21.71288,20.86483,42.87363,26.14798,119.3304,0.0126113,0.0591739,0.0503447,0.0125781,0.0539537,0.0296122,0.0286777,0.0219945,0.0278114,0.0173267,0.0064522,0.0147274,0.0223373,0.0209109,0.0346484,0.0192366,0.0353138,-0.0010193,0.1664615,0.0581241,-0.0049239,0.0703131,0.0059367,0.0866035,0.0470837,0.023423,0.0389142,0.0179319,0.0610708,0.0106736,0.0690368,0.0388336,0.0402748,-0.0284641,-0.0145304,0.0172139,-0.0087264,0.0070461,0.0235505,0.0123948,0.053394,0.0290255,0.0350828,0.0300085,0.0447565,0.036867,0.0529035,0.0346618,0.15639,0.0507788,0.0840623,0.2652016,0.1477847,0.1786502,0.0978593,0.0192732,0.2325826,0.0270839,0.0555133,0.2817783,0.1065809,0.1632641,0.1141269,0.0190699,68.67555,10.68898,58.18441,23.76251,36.68332,56.63311,31.37878,114.7423,0.4643398,0.5265232,0.0084138,2794.3,2833,1568.3,9261.8203,54878,1361.6724,7372,4869.8755,28245,487.3036,3193.07,1718.982,0.8575358,0.9018598,3.92852,0.0893428,5.596378,169.49228,327.62674,0.0612106,0.1148922,0.2624474,0.2284134,3.7524645,25.676888,41.331078,0.0013617,0.0091276,0.0142491,0.5611035,0.6096607,7455913,13843289,2727.607,4796.538,3.043799,26.96402,38.6,2.6,3
Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",USA,14,5273.577,6097.684,3040.31,3264.27,332721.5,454088.3,291523.2,365279.7,412346.7,59942.41,69266.02,67623.5,120.1455,126.3213,0.5353295,0.5765176,0.0233856,0.0080705,0.0102322,0.0151925,0.0130202,0.0382337,0.0235608,0.0149708,0.0116011,-0.0081681,-0.0064775,0.0082477,-0.0065097,0.0114003,0.4273527,0.002242,0.0503592,0.3728842,0.0207879,0.1001303,0.0136016,0.012642,0.3793088,0.0024466,0.0547393,0.4056036,0.0220544,0.1018405,0.0167877,0.017219,0.4401271,0.0022207,0.0325532,0.3890134,0.0224248,0.0909856,0.0122839,0.0103913,215.7505,62.62156,98.45002,95.52052,112.8317,65.80176,84.9735,526.6408,0.023982,0.0116557,-0.010855,0.005522,0.0547748,0.0034174,0.0061518,-0.0008656,0.026655,0.0079326,-0.0003075,0.0111461,0.0200911,0.0126571,0.0090499,-0.0010106,0.0088479,-0.0139126,-0.0552278,0.0246293,0.0540123,-0.0159487,-0.0011737,0.0289535,0.0076324,0.0296373,0.0074667,0.0101777,-0.0095338,0.0184517,-0.0179146,-0.0374243,0.0087216,0.0044316,-0.0012635,0.0142785,-0.0293103,0.0116101,-0.0044785,-0.0102822,0.0329127,0.0161389,-0.0121048,0.0198793,0.023859,0.0150671,0.0016457,-0.0111388,0.2367273,0.0047359,0.0545253,0.4668487,0.0294861,0.18303,0.021267,0.0033797,0.2314729,0.004344,0.0459245,0.4956973,0.0161996,0.1868105,0.0170666,0.0024845,240.2321,64.58886,89.55753,99.15191,174.8949,61.53534,90.937,528.4304,0.4205975,0.4770565,0.0084326,5547.895,5778.317,3073.19,6198.0581,18636,827.24103,2378,4160.6167,10707,149.109,1016.461,720.0396,0.4116738,0.489697,6.819343,0.1543726,8.292933,4090.9453,3825.9478,0.7614029,0.6514828,0.0172484,0.0153081,1734.5886,8013.6206,11063.354,0.3261186,1.414757,1.814353,0.2824486,0.3805687,63409776,65957028,12194.49,10931.09,8.741482,35.33204,47.76428,21.89,2
Wenzhou,Wenzhou,China,132,8298.7,9274.8,1544.129,3068.4,56761.9,131440.9,12893.5,24239.3,60649.2,1674.372,2920.855,6539.138,15.69772,19.76574,0.3308319,0.1860688,0.1087414,0.0950768,0.0711757,0.0124783,0.0350697,0.1357432,0.1166118,0.0840662,0.0979239,0.0796037,0.0939223,0.0808962,0.0774644,0.0429901,0.155915,0.0472576,0.0673602,0.0836532,0.4324413,0.1069366,0.0736391,0.032797,0.1067343,0.0758736,0.066606,0.0608667,0.4237069,0.1407547,0.0713731,0.0540846,0.1712778,0.0262563,0.0598798,0.0773603,0.4404691,0.1471065,0.0626973,0.014953,31.41083,145.3022,5.783691,6.317367,16.87131,31.45659,28.72965,15.62839,0.0537558,0.065369,-0.0230843,0.0867895,0.0357398,0.0738557,0.052819,-0.0034569,0.0951844,0.0112672,0.0572186,0.0847826,0.0649334,0.0444885,0.0588121,0.0131073,0.1018827,0.0460842,0.124533,0.0447176,0.1054565,0.124723,0.0644079,0.0831383,0.0667462,0.0325582,0.0822166,0.0830508,0.0762285,0.1300201,0.0713824,0.0328682,0.0862961,-0.0300011,0.1273421,0.037032,0.0736624,0.035922,0.0444531,0.0215883,0.1446908,0.0334067,0.1013182,0.1270355,0.1120348,0.1124307,0.0996201,0.0180567,0.0810504,0.0083129,0.1367844,0.2529756,0.3081428,0.1058001,0.0644247,0.042509,0.1000156,0.0018768,0.2944166,0.1556147,0.3190491,0.0640444,0.0441038,0.0208789,33.67418,275.0992,3.999278,9.775324,27.147,45.16627,27.95352,14.08258,0.6776879,0.7007005,0.0022287,8981.2,9143,2293.843,190.94264,746,0,0,100.10416,186,0,20.58725,10.94872,0.8803338,0.9074395,,,,0,0.14285715,0,0.0000156,0,0.00000193,,,,,,,,,4566940,11936669,564.426,1295.872,1.531127,23.23461,8.2,,1
Wuhan,Wuhan,China,45,8869,10260.8,3201.043,4310.04,82419.7,323517.1,21131.1,38954.4,132113.3,2631.519,4392.197,12875.54,12.16928,30.65245,0.4200491,0.3609249,0.1299736,0.1116565,0.0295531,0.0164774,0.097538,0.136331,0.1143185,0.0174006,0.1419885,0.1192488,0.0850577,0.1122907,0.1019473,0.0225956,0.1146289,0.0842664,0.0614407,0.160655,0.2915426,0.1339582,0.1012793,0.0522288,0.1038732,0.1106844,0.0665722,0.1256011,0.2936186,0.1488215,0.0975249,0.053304,0.136587,0.0638925,0.0638744,0.1279198,0.3703269,0.1258547,0.0753432,0.0362015,18.44395,24.7133,7.552976,5.929874,14.29858,19.32773,16.84204,13.29167,0.0921399,0.1001005,0.0321505,0.1099884,0.1180328,0.1158849,0.107075,0.0788348,0.082992,0.0279152,0.059496,0.07876,0.0606006,0.0488338,0.0570918,0.0723537,0.0791696,0.0030266,0.0946504,0.1368935,0.1730257,0.2300926,0.1779266,0.0161336,0.1324378,0.1507784,0.1283731,0.0757745,0.1383737,0.080474,0.0650825,0.0975279,0.053559,-0.0099238,0.0916145,0.0191105,0.026303,0.0012385,0.0031401,0.0205937,0.1506337,0.0891833,0.1267104,0.1312008,0.1474405,0.117267,0.1105513,0.1010519,0.062804,0.0422922,0.0793684,0.2906887,0.2985128,0.0994572,0.0706985,0.0561782,0.088744,0.0235266,0.1909662,0.2494687,0.284686,0.0654589,0.0478744,0.0492754,47.17169,83.23431,10.25135,15.71567,39.86852,58.92661,48.23384,22.51684,0.6057011,0.6461496,0.0043189,9600.1,9945.2,3598.128,14056.892,51081,2582.8511,10808,5198.0225,19755,269.0442,1369.961,522.6664,1.621099,1.704277,3.292648,0.0946679,5.470941,151.93532,718.91949,0.0164996,0.0712995,0.0076051,0.009723,,10.3977,10.3977,,0.0010618,0.0010133,-0.0456397,0,6576425,28334472,755.798,2764.608,1.931659,17.17794,19.7,,3
